time,roi,sub,1,2,3,4
ip,CA3/DG,25,0.02981237526563168,0.005560540415604064,-0.06369967638906347,-0.08664912408297185
ip,CA3/DG,26,0.019982516516150232,0.018959939655290137,0.005385348424448803,0.06050842690850369
ip,CA3/DG,27,-0.054370941258399,-0.06701965441131445,-0.012470107196470653,-0.02954699483893862
ip,CA3/DG,28,0.03562811653377959,0.050438325660622535,0.018021293407048295,-0.115888297699422
ip,CA3/DG,29,-0.012912121303230408,0.006064532138293138,0.037160181392528545,0.06640301339709133
ip,CA3/DG,31,-0.03499477446140304,-0.011268211431179433,0.06440495076550934,0.027930138710043146
ip,CA3/DG,32,-0.037867965906830205,-0.059143305506717384,-0.01997353414714488,-0.052775703360415045
ip,CA3/DG,33,-0.011674436611667291,-0.05289395189910645,-0.03518544962023024,0.017357098374179487
ip,CA3/DG,35,0.013536484934383175,0.03741806004782586,-0.001536873991277856,9.147632309997843e-4
ip,CA3/DG,36,0.026005313531732556,-0.03271950428506251,0.017029537859713787,0.009323498703221841
ip,CA1,1,-0.017726164474694207,0.05562321204751994,0.02894958714215453,0.06901293699671503
ip,CA1,2,-0.023311478990922358,0.028372777235958976,-0.029188226883986992,0.008459124531144686
ip,CA1,3,-0.06217534413580587,-0.025223277603692855,-0.004330343384877957,-0.03599563568880521
ip,CA1,4,0.03590059366689001,-0.03247994201276636,-0.02519332694744677,0.03908241217166952
ip,CA1,5,0.019201642549356846,-0.020953598423203188,0.02449117343807015,-0.05649397808669393
ip,CA1,6,-0.05177928775599834,0.039926169285145724,-0.06847962756674927,0.05341896272341485
ip,CA1,7,0.008757107845865593,0.07268320093496046,0.032629486905012016,0.07185428701175822
ip,CA1,9,-0.05419670128013629,-9.786381124107292e-4,0.033912671434428596,-0.06643583127051003
ip,CA1,10,0.01569255965578307,-0.02607625079793187,0.00902577474773372,-0.05647490862007593
ip,CA1,11,-0.0016560707353237454,0.010776111001714437,-0.07181397448337269,-0.073112849154153
ip,CA1,12,-0.14029122307927142,0.02520274739198262,0.006696125165398534,-0.07276068754973251
ip,CA1,13,0.031133647413289407,-0.0063347867465151616,-0.04833608947075903,0.004381261197179426
ip,CA1,14,0.02447436397393328,-0.04703192247824594,-0.029262960237247962,-0.0394069299027286
ip,CA1,17,-0.002185001424337237,0.011450956152754469,-0.04943020979100758,0.004792009043849624
ip,CA1,18,0.02442373529544657,-0.006652136610753305,-0.01189707453333983,-0.0496437008055741
ip,CA1,19,-0.09504939894603798,0.056093869100711034,0.03023958786307841,0.0018847538579553718
ip,CA1,20,-0.022099640191815526,-0.016052381527656066,-0.04682621953086128,0.04201537515125332
ip,CA1,21,0.037140651887642706,0.07474971220506071,0.10952924617046171,-0.04492209481078026
ip,CA1,22,-0.01815670465555441,0.05099282133668833,0.01921249435979411,0.01800677848871254
ip,CA1,23,-0.007481432548392646,0.008407647852932002,-0.0500209578725324,0.04906137001619926
ip,CA1,24,-4.607414357484518e-5,-0.0035854535336046923,-0.02016547417290233,-0.011642064844045551
ip,CA1,25,3.2627363032525676e-6,0.001500005898842617,-0.005127297387884366,-0.021064935071379732
ip,CA1,26,0.016840668348962966,-0.002710802167301346,0.056732753723021424,0.022231943209367597
ip,CA1,27,0.0336256020847429,0.013781082976081313,0.04227400414039614,0.0788031711092162
ip,CA1,28,-0.00492500487925333,0.03533731178356642,-0.024467877777127216,0.10946929017890585
ip,CA1,29,0.020998262130825042,-0.008163869217782628,-0.026112832838437565,0.08819211324537199
ip,CA1,31,-0.025980406260219243,0.001000986311394815,-6.029010300063337e-4,0.09067282547983656
ip,CA1,32,-0.030648116549526115,-0.027750224206653795,0.10460090848015399,0.013726259319376946
ip,CA1,33,-0.04136184202160018,-0.08679457852640983,0.011598784047316131,0.07022763941325397
ip,CA1,35,0.0018927976659235193,0.03014565355189001,-0.055343084981655216,-0.024043353021729375
ip,CA1,36,-0.01402284745067731,0.02457233127334734,-0.015585240562282499,-0.01756386983192331
pre,CA3/DG,1,-0.08556867025679171,-0.04614783462525976,0.018729349105635524,0.15198657164833207
pre,CA3/DG,2,-0.08809879779483668,-0.027719111089457037,0.029392381997258646,0.09064915202804218
pre,CA3/DG,3,-0.07382797070446886,-0.02424733651429404,0.05337464961478554,0.08958115588825676
pre,CA3/DG,4,-0.12189059697631005,-0.04997070115693432,-0.010699872934089255,0.04351830310090629
pre,CA3/DG,5,-0.08943817252044542,-0.029602547808312972,0.01431237481886146,0.07527812077310611
pre,CA3/DG,6,-0.08865759856330034,-0.01785725298295576,0.01213971568116632,0.061101164132701336
pre,CA3/DG,7,-0.11413040796162485,-0.027456545476487737,0.07325433687487737,0.1273956930122515
pre,CA3/DG,9,-0.13850227637597226,-0.037238029175974394,0.0454075122254222,0.09604958161246284
pre,CA3/DG,10,-0.053640555743663665,0.002668978409774778,0.034402476254711316,0.11429410798623482
pre,CA3/DG,11,-0.05374790855456548,-0.02010757798390158,0.0018015391805861931,0.0814339873881321
pre,CA3/DG,12,-0.10997267737274095,-0.042078368628123454,0.0039817144317524,0.035939134358224906
pre,CA3/DG,13,-0.11417862166301734,-0.00599498077788701,0.05099376743618743,0.12286415790578827
pre,CA3/DG,14,-0.06511181516328901,-0.008720152691869149,0.06588708334595285,0.11886226375246657
pre,CA3/DG,17,-0.11716780599975431,-0.020039191903502035,0.027537056531891733,0.0981349194951171
pre,CA3/DG,18,-0.10695492802343579,-0.03329185252671577,0.010947547549223195,0.10347090594599975
pre,CA3/DG,19,-0.0465992687197995,0.008191190307510188,0.02512137857990554,0.06019724762523985
pre,CA3/DG,20,-0.0045959622519187796,0.03295171911600675,0.07767821218969978,0.1465435986493257
pre,CA3/DG,21,-0.040231012266421284,0.015578045741555505,0.030626302604189738,0.06969100005052835
pre,CA3/DG,22,-0.06152184355160015,0.008055304404751978,0.03994631318673415,0.09362894424811621
pre,CA3/DG,23,-0.06988551405341803,-0.040284390376743424,-0.0022015241066378386,0.1515668277668236
pre,CA3/DG,24,-0.04120082960527435,0.0018899735820444678,0.05006284773860261,0.11950119498964112
pre,CA3/DG,25,-0.07161345038427461,-0.011546491131349312,0.025780407713179354,0.09398510758646736
pre,CA3/DG,26,-0.10684753599446327,-0.026654409860533218,0.036479696207046254,0.08248287532173137
pre,CA3/DG,27,-0.0781907972456155,0.013249058965654802,0.08945371086158078,0.14521370097196978
pre,CA3/DG,28,-0.10257167648018775,-0.00960219805923996,0.03836086459770012,0.11985060716736332
pre,CA3/DG,29,-0.08204625267519183,-0.02488312865103169,0.023423243069375613,0.1073830747680204
pre,CA3/DG,31,-0.06576939281433912,-0.02868485712196912,0.030981487310097342,0.10362022551879915
pre,CA3/DG,32,-0.05369555045793583,-0.009293293511914321,0.06848498531008561,0.1186707145253622
pre,CA3/DG,33,-0.0424726191611096,-0.01764836684187835,0.012575966589053245,0.14854253178368457
pre,CA3/DG,35,-0.059009150535626935,-0.01485197271654508,0.004428165541421421,0.0095540730500166
pre,CA3/DG,36,-0.04613228843205165,0.016945707179478117,0.06197171492124301,0.107649907705456
pre,CA1,1,-0.16382627961095206,-0.02396391689514023,0.03660163440338973,0.08659403204103133
pre,CA1,2,-0.10936799285127918,-0.052820614109151696,0.010975457998966256,0.07084970101878851
pre,CA1,3,-0.05544308644299862,-0.01046972850294735,0.009904978425557863,0.07132878486891511
pre,CA1,4,-0.06695425172670046,-0.022377352482745347,0.03984252944856876,0.1400880734582071
pre,CA1,5,-0.06338962964136202,-0.010991532657411388,0.03041577369493092,0.09578626451982314
pre,CA1,6,-0.061298184417982626,-0.03250435794675875,-0.009004774209497772,0.025126777465312434
pre,CA1,7,-0.08338281957074088,-0.033638735220482004,0.027899053199409232,0.09198993719006683
pre,CA1,9,-0.08169802872157543,-0.027880861826440523,0.025339185759415406,0.09376400512792882
pre,CA1,10,-0.006371056646168003,0.020260338687846186,0.03213873962038992,0.0916522991420892
pre,CA1,11,-0.16237217015458283,-0.06252725600391816,0.03211368801808189,0.14087064059579468
pre,CA1,12,-0.10455990796280609,-0.03058395011912223,-0.012519962560736831,0.07671839476390394
pre,CA1,13,-0.08350391050331973,0.0034576785749539304,0.026425170711497886,0.07442063286260617
pre,CA1,14,-0.11048788609781272,-0.04127374191913516,0.018859081711125665,0.13204261752155877
pre,CA1,17,-0.0827417698276817,-0.02115829143872636,0.01601895109105247,0.06452537699177971
pre,CA1,18,-0.10800073751975267,-0.03480818887215434,0.057059047256514936,0.12071372250648545
pre,CA1,19,-0.1075274947502128,-0.009755126471454274,0.01698802026111371,0.08181999926232672
pre,CA1,20,-0.0015548189827775134,0.04040823768439037,0.09820940957429519,0.1369876162691882
pre,CA1,21,-0.04580981031881346,-0.010527132154061715,0.037761183076311954,0.07281297064105005
pre,CA1,22,-0.10533484675581019,-0.05408449123788021,0.008168465125818975,0.06650929663533857
pre,CA1,23,-0.029081158460225475,0.050397518636060706,0.08547291398727391,0.15382579043616212
pre,CA1,24,-0.0765025587222343,0.008877732542575656,0.07098987904610615,0.11762776742122666
pre,CA1,25,-0.1248195081904158,-0.054475855353662984,0.031429388181281936,0.08841695524694067
pre,CA1,26,-0.05779183019073268,-0.009668926586407727,0.02333443980272922,0.08646198926382269
pre,CA1,27,-0.07278415632724543,0.009578494153493024,0.038137249463392336,0.0751138622466413
pre,CA1,28,-0.03595422346787041,0.006357841800729052,0.028146514506066554,0.11703593716967572
pre,CA1,29,-0.062091536377867955,-0.017597681685810933,0.012422582481045982,0.08387436971784232
pre,CA1,31,-0.03789580467727076,0.028719641122740544,0.07533431904757615,0.08577001481604127
pre,CA1,32,-0.09223894141705531,-0.047512649770432035,0.0205501888288232,0.1525011272891954
pre,CA1,33,-0.05290051389464419,0.001793250161011433,0.032559706153375,0.09226605605401698
pre,CA1,35,-0.028606257528960292,0.007300826458021261,0.06717194751854264,0.14635709286127516
pre,CA1,36,-0.11814168914441456,-0.027710055365277562,0.02194333471619722,0.07505916661072386
