session;sub;value;roi
1;12;-2,81800358926927e-03;evc_avg_all_top_300
1;13;2,53485759745840e-02;evc_avg_all_top_300
1;14;-4,73198788575132e-03;evc_avg_all_top_300
1;17;7,93318638195916e-03;evc_avg_all_top_300
1;18;2,72258071961654e-02;evc_avg_all_top_300
1;19;2,77394766155990e-02;evc_avg_all_top_300
1;20;-7,48789021771237e-03;evc_avg_all_top_300
1;21;8,52052925068629e-03;evc_avg_all_top_300
1;22;7,33810644695820e-03;evc_avg_all_top_300
1;23;2,30699055381044e-03;evc_avg_all_top_300
1;24;1,85805479164951e-02;evc_avg_all_top_300
1;25;-2,97885895642544e-03;evc_avg_all_top_300
1;26;1,62956221685072e-02;evc_avg_all_top_300
1;27;4,21223150146341e-03;evc_avg_all_top_300
1;28;4,18569628708068e-02;evc_avg_all_top_300
1;29;-2,89485684132298e-02;evc_avg_all_top_300
1;31;9,89453075268104e-04;evc_avg_all_top_300
1;32;5,46919197993406e-04;evc_avg_all_top_300
1;33;1,41499023216351e-03;evc_avg_all_top_300
1;35;2,29275766301423e-02;evc_avg_all_top_300
1;36;8,03352893968266e-03;evc_avg_all_top_300
2;1;-7,44472373446069e-04;evc_avg_all_top_300
2;2;2,10834545149759e-03;evc_avg_all_top_300
2;3;1,38712501707948e-02;evc_avg_all_top_300
2;4;-1,12982909865313e-02;evc_avg_all_top_300
2;5;4,25352608621683e-03;evc_avg_all_top_300
2;6;3,95331044328345e-04;evc_avg_all_top_300
2;7;7,22505421416490e-03;evc_avg_all_top_300
2;9;3,01524458095172e-02;evc_avg_all_top_300
2;10;-2,54810780923787e-02;evc_avg_all_top_300
2;11;2,87901664451256e-03;evc_avg_all_top_300
2;12;1,63381450895449e-02;evc_avg_all_top_300
2;13;-1,65877488413534e-02;evc_avg_all_top_300
2;14;-6,95408534517283e-03;evc_avg_all_top_300
2;17;2,08693933703678e-02;evc_avg_all_top_300
2;18;2,83455980935602e-02;evc_avg_all_top_300
2;19;1,61361517202127e-02;evc_avg_all_top_300
2;20;7,70736687782865e-03;evc_avg_all_top_300
2;21;-2,55992980432911e-03;evc_avg_all_top_300
2;22;9,11340116928490e-03;evc_avg_all_top_300
2;23;1,79289147484838e-02;evc_avg_all_top_300
2;24;2,45159469464417e-02;evc_avg_all_top_300
2;25;-3,61240022590976e-03;evc_avg_all_top_300
2;26;-2,47724510893375e-03;evc_avg_all_top_300
2;27;1,79625901708875e-02;evc_avg_all_top_300
2;28;-2,49114856038768e-03;evc_avg_all_top_300
2;29;5,04073633782690e-02;evc_avg_all_top_300
2;31;1,31795140038243e-02;evc_avg_all_top_300
2;32;-6,95411242208823e-03;evc_avg_all_top_300
2;33;4,49493180182604e-03;evc_avg_all_top_300
2;35;1,48284344970596e-03;evc_avg_all_top_300
2;36;1,94089740521458e-02;evc_avg_all_top_300
3;1;4,59941171300288e-03;evc_avg_all_top_300
3;2;-6,99744151003941e-04;evc_avg_all_top_300
3;3;1,19624664430833e-02;evc_avg_all_top_300
3;4;-1,10303114381933e-02;evc_avg_all_top_300
3;5;1,02477422749762e-02;evc_avg_all_top_300
3;6;2,10468467630979e-02;evc_avg_all_top_300
3;7;1,56991494727528e-03;evc_avg_all_top_300
3;9;7,04135848478756e-03;evc_avg_all_top_300
3;10;-2,12232386555530e-02;evc_avg_all_top_300
3;11;1,78570677613993e-03;evc_avg_all_top_300
3;12;4,25529863494038e-03;evc_avg_all_top_300
3;13;2,16334522841008e-03;evc_avg_all_top_300
3;14;3,80256060747822e-03;evc_avg_all_top_300
3;17;-4,74491273705462e-03;evc_avg_all_top_300
3;18;-3,45123482153609e-03;evc_avg_all_top_300
3;19;-1,12446485564997e-02;evc_avg_all_top_300
3;20;5,52057244515739e-03;evc_avg_all_top_300
3;21;-5,19218528012427e-03;evc_avg_all_top_300
3;22;1,96299906678604e-02;evc_avg_all_top_300
3;23;-2,09207558393193e-03;evc_avg_all_top_300
3;24;2,17750615570825e-02;evc_avg_all_top_300
3;25;3,49971081175105e-02;evc_avg_all_top_300
3;26;1,75986221479761e-02;evc_avg_all_top_300
3;27;2,16361713855135e-03;evc_avg_all_top_300
3;28;1,28606445640959e-02;evc_avg_all_top_300
3;29;2,03770172765064e-02;evc_avg_all_top_300
3;31;5,22014042157731e-03;evc_avg_all_top_300
3;32;7,72626353394483e-04;evc_avg_all_top_300
3;33;-1,49854399964182e-02;evc_avg_all_top_300
3;35;-1,87912141681205e-03;evc_avg_all_top_300
3;36;2,97691401769101e-02;evc_avg_all_top_300
4;1;2,26728950251596e-02;evc_avg_all_top_300
4;2;2,91034795425159e-02;evc_avg_all_top_300
4;3;6,18017904929831e-03;evc_avg_all_top_300
4;4;2,88717377077356e-02;evc_avg_all_top_300
4;5;1,34640795127350e-03;evc_avg_all_top_300
4;6;2,96280791832203e-02;evc_avg_all_top_300
4;7;8,20597386330782e-03;evc_avg_all_top_300
4;9;-6,98832753401168e-03;evc_avg_all_top_300
4;10;-1,33771004156079e-02;evc_avg_all_top_300
4;11;-2,70873254700054e-04;evc_avg_all_top_300
4;12;2,02806074985560e-02;evc_avg_all_top_300
4;13;3,17887402311962e-03;evc_avg_all_top_300
4;14;2,75662938916736e-02;evc_avg_all_top_300
4;17;1,13028079899074e-02;evc_avg_all_top_300
4;18;1,25256186192878e-02;evc_avg_all_top_300
4;19;3,42470410842597e-02;evc_avg_all_top_300
4;20;2,75327012276469e-02;evc_avg_all_top_300
4;21;-1,14118388917203e-02;evc_avg_all_top_300
4;22;8,07949573974949e-03;evc_avg_all_top_300
4;23;1,96984369784121e-02;evc_avg_all_top_300
4;24;-8,02424643384461e-03;evc_avg_all_top_300
4;25;-4,53663794634138e-03;evc_avg_all_top_300
4;26;-1,29646668105002e-02;evc_avg_all_top_300
4;27;-4,13991771083873e-03;evc_avg_all_top_300
4;28;2,03347614832844e-03;evc_avg_all_top_300
4;29;-2,04869621227218e-02;evc_avg_all_top_300
4;31;7,53618629036709e-03;evc_avg_all_top_300
4;32;-1,07032723508797e-02;evc_avg_all_top_300
4;33;-9,97885832614820e-03;evc_avg_all_top_300
4;35;1,49176590465795e-02;evc_avg_all_top_300
4;36;6,55511865765194e-03;evc_avg_all_top_300
5;1;1,27549431041574e-03;evc_avg_all_top_300
5;2;-4,22565117007082e-03;evc_avg_all_top_300
5;3;-3,05632328889882e-03;evc_avg_all_top_300
5;4;2,05655909506693e-02;evc_avg_all_top_300
5;5;1,83404318009387e-02;evc_avg_all_top_300
5;6;6,53306190929998e-03;evc_avg_all_top_300
5;7;-5,33084241468637e-03;evc_avg_all_top_300
5;9;1,67305844665082e-03;evc_avg_all_top_300
5;10;4,89505852419821e-02;evc_avg_all_top_300
5;11;3,02217242532357e-02;evc_avg_all_top_300
5;12;1,61612405467559e-02;evc_avg_all_top_300
5;13;2,92525904267972e-03;evc_avg_all_top_300
5;14;-1,87187934331511e-03;evc_avg_all_top_300
5;17;4,57674782802276e-03;evc_avg_all_top_300
5;18;1,43982944221307e-02;evc_avg_all_top_300
5;19;4,64623978645629e-03;evc_avg_all_top_300
5;20;-1,29220410920744e-02;evc_avg_all_top_300
5;21;3,54155879541993e-02;evc_avg_all_top_300
5;22;4,09427965782670e-02;evc_avg_all_top_300
5;23;-5,60526685264675e-04;evc_avg_all_top_300
5;24;2,32891842058802e-02;evc_avg_all_top_300
5;25;1,06985108501437e-02;evc_avg_all_top_300
5;26;1,78216699959997e-02;evc_avg_all_top_300
5;27;-4,75753494873251e-03;evc_avg_all_top_300
5;28;1,88174582492717e-02;evc_avg_all_top_300
5;29;4,87557868884450e-02;evc_avg_all_top_300
5;31;2,09821025262012e-02;evc_avg_all_top_300
5;32;7,21846826480804e-03;evc_avg_all_top_300
5;33;1,03988420255770e-02;evc_avg_all_top_300
5;35;2,98439780052775e-02;evc_avg_all_top_300
5;36;-2,28038606535644e-02;evc_avg_all_top_300
