"";"sub";"run";"obj";"type";"z";"roi"
"848";29;"pre-learned";"last";"within_pair-across_pair";0,0445410589088452;"evc_avg_all_top_300"
"849";31;"learned";"first";"within_pair-across_pair";0,005307708496973;"evc_avg_all_top_300"
"850";31;"learned";"last";"within_pair-across_pair";0,0117113300807737;"evc_avg_all_top_300"
"851";31;"pre-learned";"first";"within_pair-across_pair";0,00384830398019313;"evc_avg_all_top_300"
"852";31;"pre-learned";"last";"within_pair-across_pair";-0,00686702240983499;"evc_avg_all_top_300"
"853";32;"learned";"first";"within_pair-across_pair";0,0029197306221968;"evc_avg_all_top_300"
"854";32;"learned";"last";"within_pair-across_pair";0,0145541014179256;"evc_avg_all_top_300"
"855";32;"pre-learned";"first";"within_pair-across_pair";-0,0268748085832288;"evc_avg_all_top_300"
"856";32;"pre-learned";"last";"within_pair-across_pair";0,00236003915306067;"evc_avg_all_top_300"
"857";33;"learned";"first";"within_pair-across_pair";-0,0206214366899441;"evc_avg_all_top_300"
"858";33;"learned";"last";"within_pair-across_pair";0,00319694107162798;"evc_avg_all_top_300"
"859";33;"pre-learned";"first";"within_pair-across_pair";-0,0272428878575522;"evc_avg_all_top_300"
"860";33;"pre-learned";"last";"within_pair-across_pair";0,000409994507882955;"evc_avg_all_top_300"
"861";35;"learned";"first";"within_pair-across_pair";-0,0230474669717207;"evc_avg_all_top_300"
"862";35;"learned";"last";"within_pair-across_pair";0,0304145408820218;"evc_avg_all_top_300"
"863";35;"pre-learned";"first";"within_pair-across_pair";0,0204138418808512;"evc_avg_all_top_300"
"864";35;"pre-learned";"last";"within_pair-across_pair";-0,00286423202166515;"evc_avg_all_top_300"
"865";36;"learned";"first";"within_pair-across_pair";0,00682515517714888;"evc_avg_all_top_300"
"866";36;"learned";"last";"within_pair-across_pair";-0,104251550700519;"evc_avg_all_top_300"
"867";36;"pre-learned";"first";"within_pair-across_pair";0,0326317240736109;"evc_avg_all_top_300"
"868";36;"pre-learned";"last";"within_pair-across_pair";-0,00760500018488246;"evc_avg_all_top_300"
"869";1;"learned";"first";"within_item-across_pair";-0,0135963170485114;"evc_avg_all_top_300"
"870";1;"learned";"last";"within_item-across_pair";-0,0171706790047668;"evc_avg_all_top_300"
"871";1;"pre-learned";"first";"within_item-across_pair";-0,0271104003413428;"evc_avg_all_top_300"
"872";1;"pre-learned";"last";"within_item-across_pair";0,014889252464955;"evc_avg_all_top_300"
"873";2;"learned";"first";"within_item-across_pair";0,0312085303679876;"evc_avg_all_top_300"
"874";2;"learned";"last";"within_item-across_pair";0,0496431495148383;"evc_avg_all_top_300"
"875";2;"pre-learned";"first";"within_item-across_pair";-0,0264857515384763;"evc_avg_all_top_300"
"876";2;"pre-learned";"last";"within_item-across_pair";-0,00966207872811019;"evc_avg_all_top_300"
"877";3;"learned";"first";"within_item-across_pair";-0,00652197576179975;"evc_avg_all_top_300"
"878";3;"learned";"last";"within_item-across_pair";0,0108847908604735;"evc_avg_all_top_300"
"879";3;"pre-learned";"first";"within_item-across_pair";-0,0179942276858906;"evc_avg_all_top_300"
"880";3;"pre-learned";"last";"within_item-across_pair";0,00756256267254522;"evc_avg_all_top_300"
"881";4;"learned";"first";"within_item-across_pair";0,0139054525583994;"evc_avg_all_top_300"
"882";4;"learned";"last";"within_item-across_pair";0,00401221104167556;"evc_avg_all_top_300"
"883";4;"pre-learned";"first";"within_item-across_pair";-0,0083197732481685;"evc_avg_all_top_300"
"884";4;"pre-learned";"last";"within_item-across_pair";0,00439568778071667;"evc_avg_all_top_300"
"885";5;"learned";"first";"within_item-across_pair";0,0206584717317168;"evc_avg_all_top_300"
"886";5;"learned";"last";"within_item-across_pair";-0,0151879278037217;"evc_avg_all_top_300"
"887";5;"pre-learned";"first";"within_item-across_pair";-0,00971630698074972;"evc_avg_all_top_300"
"888";5;"pre-learned";"last";"within_item-across_pair";0,0281500189599863;"evc_avg_all_top_300"
"889";6;"learned";"first";"within_item-across_pair";0,0345889900584412;"evc_avg_all_top_300"
"890";6;"learned";"last";"within_item-across_pair";0,0422442143063608;"evc_avg_all_top_300"
"891";6;"pre-learned";"first";"within_item-across_pair";0,0195204228682443;"evc_avg_all_top_300"
"892";6;"pre-learned";"last";"within_item-across_pair";0,0243345499685379;"evc_avg_all_top_300"
"893";7;"learned";"first";"within_item-across_pair";-0,0141296893564519;"evc_avg_all_top_300"
"894";7;"learned";"last";"within_item-across_pair";0,00096935443960181;"evc_avg_all_top_300"
"895";7;"pre-learned";"first";"within_item-across_pair";0,00604248210701777;"evc_avg_all_top_300"
"896";7;"pre-learned";"last";"within_item-across_pair";0,00574560571993385;"evc_avg_all_top_300"
"897";9;"learned";"first";"within_item-across_pair";-0,00841021077468076;"evc_avg_all_top_300"
"898";9;"learned";"last";"within_item-across_pair";0,00228353228493988;"evc_avg_all_top_300"
"899";9;"pre-learned";"first";"within_item-across_pair";0,00310214568784857;"evc_avg_all_top_300"
"900";9;"pre-learned";"last";"within_item-across_pair";-0,00817001704948912;"evc_avg_all_top_300"
"901";10;"learned";"first";"within_item-across_pair";0,0376783531726555;"evc_avg_all_top_300"
"902";10;"learned";"last";"within_item-across_pair";0,0219824624101945;"evc_avg_all_top_300"
"903";10;"pre-learned";"first";"within_item-across_pair";0,00342739186240468;"evc_avg_all_top_300"
"904";10;"pre-learned";"last";"within_item-across_pair";-0,0125667755718031;"evc_avg_all_top_300"
"905";11;"learned";"first";"within_item-across_pair";0,0137209839372282;"evc_avg_all_top_300"
"906";11;"learned";"last";"within_item-across_pair";-0,00645494931378126;"evc_avg_all_top_300"
"907";11;"pre-learned";"first";"within_item-across_pair";-0,00455572453359739;"evc_avg_all_top_300"
"908";11;"pre-learned";"last";"within_item-across_pair";0,00134096296246549;"evc_avg_all_top_300"
"909";12;"learned";"first";"within_item-across_pair";-0,00246103539833162;"evc_avg_all_top_300"
"910";12;"learned";"last";"within_item-across_pair";-0,0102787063038385;"evc_avg_all_top_300"
"911";12;"pre-learned";"first";"within_item-across_pair";0,004524015053795;"evc_avg_all_top_300"
"912";12;"pre-learned";"last";"within_item-across_pair";0,0208006328618698;"evc_avg_all_top_300"
"913";13;"learned";"first";"within_item-across_pair";0,00763662609244243;"evc_avg_all_top_300"
"914";13;"learned";"last";"within_item-across_pair";0,0136027779448005;"evc_avg_all_top_300"
"915";13;"pre-learned";"first";"within_item-across_pair";-0,00515791752639094;"evc_avg_all_top_300"
"916";13;"pre-learned";"last";"within_item-across_pair";-0,00937526338046364;"evc_avg_all_top_300"
"917";14;"learned";"first";"within_item-across_pair";0,019010165519236;"evc_avg_all_top_300"
"918";14;"learned";"last";"within_item-across_pair";-0,0186802469266706;"evc_avg_all_top_300"
"919";14;"pre-learned";"first";"within_item-across_pair";0,0143999492460712;"evc_avg_all_top_300"
"920";14;"pre-learned";"last";"within_item-across_pair";0,00176023620579738;"evc_avg_all_top_300"
"921";17;"learned";"first";"within_item-across_pair";0,0222706817385304;"evc_avg_all_top_300"
"922";17;"learned";"last";"within_item-across_pair";-0,00104026734617698;"evc_avg_all_top_300"
"923";17;"pre-learned";"first";"within_item-across_pair";-0,0019849074956967;"evc_avg_all_top_300"
"924";17;"pre-learned";"last";"within_item-across_pair";0,00127674339214352;"evc_avg_all_top_300"
"925";18;"learned";"first";"within_item-across_pair";0,00967916583324592;"evc_avg_all_top_300"
"926";18;"learned";"last";"within_item-across_pair";0,0129836423341438;"evc_avg_all_top_300"
"927";18;"pre-learned";"first";"within_item-across_pair";0,00612290746912794;"evc_avg_all_top_300"
"928";18;"pre-learned";"last";"within_item-across_pair";0,00348730470895587;"evc_avg_all_top_300"
"929";19;"learned";"first";"within_item-across_pair";0,00609114545344424;"evc_avg_all_top_300"
"930";19;"learned";"last";"within_item-across_pair";-0,00511834393327412;"evc_avg_all_top_300"
"931";19;"pre-learned";"first";"within_item-across_pair";0,0149560808988849;"evc_avg_all_top_300"
"932";19;"pre-learned";"last";"within_item-across_pair";0,0042304608134528;"evc_avg_all_top_300"
"933";20;"learned";"first";"within_item-across_pair";0,00106278738989982;"evc_avg_all_top_300"
"934";20;"learned";"last";"within_item-across_pair";-0,0335212199753964;"evc_avg_all_top_300"
"935";20;"pre-learned";"first";"within_item-across_pair";-0,0238337487333409;"evc_avg_all_top_300"
"936";20;"pre-learned";"last";"within_item-across_pair";-0,0305365180389719;"evc_avg_all_top_300"
"937";21;"learned";"first";"within_item-across_pair";-0,0212646520044167;"evc_avg_all_top_300"
"938";21;"learned";"last";"within_item-across_pair";0,0103616239930184;"evc_avg_all_top_300"
"939";21;"pre-learned";"first";"within_item-across_pair";0,016360140987695;"evc_avg_all_top_300"
"940";21;"pre-learned";"last";"within_item-across_pair";-0,0202815645253894;"evc_avg_all_top_300"
"941";22;"learned";"first";"within_item-across_pair";-0,012704527492244;"evc_avg_all_top_300"
"942";22;"learned";"last";"within_item-across_pair";0,0267075100870401;"evc_avg_all_top_300"
"943";22;"pre-learned";"first";"within_item-across_pair";0,000909723787930836;"evc_avg_all_top_300"
"944";22;"pre-learned";"last";"within_item-across_pair";0,0205506608384813;"evc_avg_all_top_300"
"945";23;"learned";"first";"within_item-across_pair";0,0159866443380515;"evc_avg_all_top_300"
"946";23;"learned";"last";"within_item-across_pair";0,00191241368722368;"evc_avg_all_top_300"
"947";23;"pre-learned";"first";"within_item-across_pair";0,0105192501082511;"evc_avg_all_top_300"
"948";23;"pre-learned";"last";"within_item-across_pair";0,0021447770393711;"evc_avg_all_top_300"
"949";24;"learned";"first";"within_item-across_pair";0,00126563602423986;"evc_avg_all_top_300"
"950";24;"learned";"last";"within_item-across_pair";0,00191405371651707;"evc_avg_all_top_300"
"951";24;"pre-learned";"first";"within_item-across_pair";-0,000375970763544699;"evc_avg_all_top_300"
"952";24;"pre-learned";"last";"within_item-across_pair";0,00992162583819082;"evc_avg_all_top_300"
"953";25;"learned";"first";"within_item-across_pair";0,0215285917347066;"evc_avg_all_top_300"
"954";25;"learned";"last";"within_item-across_pair";0,0129283942642064;"evc_avg_all_top_300"
"955";25;"pre-learned";"first";"within_item-across_pair";0,00659221291369346;"evc_avg_all_top_300"
"956";25;"pre-learned";"last";"within_item-across_pair";0,0295962432874412;"evc_avg_all_top_300"
"957";26;"learned";"first";"within_item-across_pair";0,0127737485794689;"evc_avg_all_top_300"
"958";26;"learned";"last";"within_item-across_pair";-0,0136404833737704;"evc_avg_all_top_300"
"959";26;"pre-learned";"first";"within_item-across_pair";0,00217404975628952;"evc_avg_all_top_300"
"960";26;"pre-learned";"last";"within_item-across_pair";-0,0183364122335341;"evc_avg_all_top_300"
"961";27;"learned";"first";"within_item-across_pair";-0,00564868073583581;"evc_avg_all_top_300"
"962";27;"learned";"last";"within_item-across_pair";0,00204241629516231;"evc_avg_all_top_300"
"963";27;"pre-learned";"first";"within_item-across_pair";0,000767433346365989;"evc_avg_all_top_300"
"964";27;"pre-learned";"last";"within_item-across_pair";0,00952117758739047;"evc_avg_all_top_300"
"965";28;"learned";"first";"within_item-across_pair";-0,00838126700516142;"evc_avg_all_top_300"
"966";28;"learned";"last";"within_item-across_pair";0,0343260007122559;"evc_avg_all_top_300"
"967";28;"pre-learned";"first";"within_item-across_pair";-0,0109908392005588;"evc_avg_all_top_300"
"968";28;"pre-learned";"last";"within_item-across_pair";0,0223241169731093;"evc_avg_all_top_300"
"969";29;"learned";"first";"within_item-across_pair";0,012477300464782;"evc_avg_all_top_300"
"970";29;"learned";"last";"within_item-across_pair";0,00405320884522418;"evc_avg_all_top_300"
"971";29;"pre-learned";"first";"within_item-across_pair";0,00248941720455458;"evc_avg_all_top_300"
"972";29;"pre-learned";"last";"within_item-across_pair";-0,0242963733379173;"evc_avg_all_top_300"
"973";31;"learned";"first";"within_item-across_pair";-0,0345014852717714;"evc_avg_all_top_300"
"974";31;"learned";"last";"within_item-across_pair";-0,0155759246487635;"evc_avg_all_top_300"
"975";31;"pre-learned";"first";"within_item-across_pair";-0,00980934543428205;"evc_avg_all_top_300"
"976";31;"pre-learned";"last";"within_item-across_pair";-0,00148644258082626;"evc_avg_all_top_300"
"977";32;"learned";"first";"within_item-across_pair";-0,00441040711818214;"evc_avg_all_top_300"
"978";32;"learned";"last";"within_item-across_pair";-0,0175089960218145;"evc_avg_all_top_300"
"979";32;"pre-learned";"first";"within_item-across_pair";0,0211505537447581;"evc_avg_all_top_300"
"980";32;"pre-learned";"last";"within_item-across_pair";-0,015975903122613;"evc_avg_all_top_300"
"981";33;"learned";"first";"within_item-across_pair";-0,00170413521572773;"evc_avg_all_top_300"
"982";33;"learned";"last";"within_item-across_pair";0,0195650827497009;"evc_avg_all_top_300"
"983";33;"pre-learned";"first";"within_item-across_pair";0,011470190095432;"evc_avg_all_top_300"
"984";33;"pre-learned";"last";"within_item-across_pair";0,00893411206605543;"evc_avg_all_top_300"
"985";35;"learned";"first";"within_item-across_pair";0,0108655887593843;"evc_avg_all_top_300"
"986";35;"learned";"last";"within_item-across_pair";0,00910080563519948;"evc_avg_all_top_300"
"987";35;"pre-learned";"first";"within_item-across_pair";0,024953485169398;"evc_avg_all_top_300"
"988";35;"pre-learned";"last";"within_item-across_pair";-0,00190921782872734;"evc_avg_all_top_300"
"989";36;"learned";"first";"within_item-across_pair";0,0597183362452809;"evc_avg_all_top_300"
"990";36;"learned";"last";"within_item-across_pair";-0,0382203512792909;"evc_avg_all_top_300"
"991";36;"pre-learned";"first";"within_item-across_pair";0,00196721347721433;"evc_avg_all_top_300"
"992";36;"pre-learned";"last";"within_item-across_pair";0,0318373737684855;"evc_avg_all_top_300"
